,Cluster,Word_Type,Weights
0,0,blm,0.0001049163348036
1,1,as,0.0064623997714163
2,1,an,0.0042346018536707
3,15,organization,0.0001785809954104
4,1,is,0.0315887458256692
5,7,not,0.0129538189545868
6,1,a,0.0221150240191438
7,15,terrorist,0.0001540261085415
8,11,approximately,3.125167419683197e-05
9,7,percent,0.000145097058771
10,1,of,0.0220993981820454
11,1,recent,0.0002701037555583
12,15,protests,8.259371037734164e-05
13,1,were,0.0021005589585156
14,15,peaceful,8.259371037734164e-05
15,1,the,0.0535251888494026
16,18,national,0.0003370716288372
17,1,specifically,0.0002009036198367
18,11,calls,7.589692304944908e-05
19,1,for,0.0104313623944139
20,16,protest,7.143239816418736e-05
21,1,this,0.0151191135239387
22,11,post,0.0006027108595103
23,4,claims,0.0012790863796274
24,1,does,0.0018483133024983
25,7,deserve,6.6967873278925655e-06
26,18,nobel,1.5625837098415986e-05
27,18,peace,1.785809954104684e-05
28,18,prize,1.5625837098415986e-05
29,1,they,0.0028572959265674
30,0,incited,3.125167419683197e-05
31,15,violence,0.0003861814025751
32,7,non-violent,2.232262442630855e-06
33,1,and,0.0187978820293944
34,15,explicitly,4.687751129524796e-05
35,1,that,0.0131547225744236
36,1,on,0.0057145918531349
37,7,their,0.0026050502705502
38,11,page,0.0001562583709841
39,7,vast,3.3483936639462826e-05
40,1,majority,0.0002209939818204
41,1,related,0.0003236780541814
42,1,in,0.017512098862439
43,18,us,0.0014442738003821
44,4,claim,0.0018996553386788
45,4,false,0.0016652677822026
46,18,carter,6.6967873278925655e-06
47,18,ford,8.92904977052342e-06
48,18,nixon,4.46452488526171e-06
49,1,also,0.0012277443434469
50,7,did,0.001765719592121
51,15,start,0.0001004518099183
52,7,new,0.0012188152936764
53,16,war,0.0001406325338857
54,7,neither,0.0001361680090004
55,7,nor,0.0003794846152472
56,0,antifa,0.0001495615836562
57,15,involved,0.0001763487329678
58,15,attack,0.0003393038912798
59,18,capitol,0.0007165562440845
60,1,it,0.0084178616711609
61,1,was,0.0065516902691215
62,8,instigated,6.6967873278925655e-06
63,7,primarily,4.241298640998625e-05
64,1,by,0.0057637016268728
65,18,pro-trump,1.5625837098415986e-05
66,18,protestors,4.241298640998625e-05
67,7,lost,0.0012009571941354
68,15,wind,5.134203618050967e-05
69,15,power,0.0003147490044109
70,7,expected,6.920013572155651e-05
71,1,to,0.025597353429648
72,1,be,0.0049154418986731
73,11,fraction,1.3393574655785133e-05
74,15,winter,4.9109773737878815e-05
75,15,generation,3.794846152472454e-05
76,1,all,0.002551475971927
77,11,sources,0.0014799899994642
78,7,from,0.0070517170562708
79,3,natural,0.000290194117542
80,15,gas,0.0001741164705252
81,15,nuclear,6.027108595103309e-05
82,15,coal,3.3483936639462826e-05
83,15,solar,1.5625837098415986e-05
84,1,have,0.0052748361519367
85,7,struggled,2.232262442630855e-06
86,7,generate,1.5625837098415986e-05
87,7,during,0.0005692269228708
88,18,storm,4.241298640998625e-05
89,1,has,0.0054310945229208
90,15,left,0.0004085040270014
91,15,millions,0.0001227744343446
92,18,texans,3.3483936639462826e-05
93,11,dark,3.125167419683197e-05
94,18,white,0.000622801221494
95,18,house,0.0004620783256245
96,8,censoring,8.92904977052342e-06
97,1,anyone,0.0004285943889851
98,2,misinformation,0.0008058467417897
99,11,facebook,0.0002009036198367
100,1,being,0.0017389324428094
101,11,cited,0.0001919745700662
102,6,biden,0.0022947657910245
103,18,administration,0.0005625301355429
104,1,comes,0.0001004518099183
105,7,widely-available,2.232262442630855e-06
106,11,mainstream,0.0002500133935746
107,11,media,0.0006696787327892
108,11,reports,0.0004330589138703
109,7,including,0.0005290461989035
110,11,story,0.0004710073753951
111,11,npr,6.47356108362948e-05
112,7,no,0.009493812168509
113,1,one,0.00162062253335
114,1,s,0.0043038019893922
115,15,free,0.000368323303034
116,15,speech,0.0002991231673125
117,1,been,0.0032501741164705
118,16,limited,8.036144793471079e-05
119,7,ben,2.2322624426308556e-05
120,11,rhodes,1.3393574655785133e-05
